,investment,company,sector,horizon,amount,Volatility_Buy,Volatility_sell,Sharpe Ratio,expected_return (yearly),PE_ratio,ESG_ranking
277,1,7,1,480,300,0.25598901174439803,0.26412984004374834,0.25598901174439803,0.053763181797041676,5.08,30.6
278,0,24,4,600,25000,0.3021532463631321,0.35976496915003875,0.3021532463631321,-0.2316680380459822,0.0,30.0
279,0,25,4,480,200,0.18657288673070865,0.2162744393313304,0.18657288673070865,-0.05194089868210468,31.86,24.8
280,1,17,2,4,500,0.3875758819983134,0.38809574118959433,0.3875758819983134,0.00287450354746565,14.03,12.0
281,1,5,0,30,200,0.3766860821764504,0.37373338529884015,0.3766860821764504,0.040530177220659026,29.85,12.9
285,0,11,1,330,15000,0.38340536186631424,0.2300580244152396,0.38340536186631424,0.0402951057394851,12.3,16.3
286,0,11,1,10,5000,0.2168801279830939,0.21140894748468375,0.2168801279830939,0.0012210638102874275,17.53,16.3
287,1,19,3,720,20000,0.11123281550601469,0.16987742671187145,0.11123281550601469,0.15663161670355905,20.88,17.6
288,1,27,4,80,3000,0.27395246319652533,0.25337582712915285,0.27395246319652533,0.03332859573849586,9.22,27.9
290,0,22,4,270,15000,0.17629116570313172,0.19486093960800388,0.17629116570313172,0.10891125334416175,14.72,19.8
291,0,24,4,420,500,0.40108716628045227,0.4743994089785599,0.40108716628045227,-0.16216762663218753,0.0,30.0
292,1,17,2,180,300,0.4870632946225759,0.3424410749932971,0.4870632946225759,0.12935265963595424,9.82,12.0
293,1,22,4,480,15000,0.19275975724760722,0.2104128607504385,0.19275975724760722,0.19362000594517645,26.03,19.8
295,0,24,4,240,15000,0.27041306807584603,0.23596241153148267,0.27041306807584603,-0.09266721521839288,599.56,30.0
296,1,15,2,100,15000,0.225142929816983,0.23027087110894245,0.225142929816983,0.0018779659518246956,9.99,12.9
297,0,20,3,270,4000,0.12485991972024305,0.16411444033845182,0.12485991972024305,0.05714532741260239,21.82,25.1
298,1,7,1,600,100,0.24164157512719892,0.2517704957243697,0.24164157512719892,0.06720397724630209,14.67,30.6
299,1,17,2,5,15000,0.3601352348173762,0.36338170168965833,0.3601352348173762,0.0035931294343320625,20.53,12.0
301,0,23,4,120,100,0.5304077532627913,0.3951022652454684,0.5304077532627913,0.0037774193060671926,5.8,26.9
302,0,9,1,540,25000,0.5999326997287078,0.39172366926769436,0.5999326997287078,0.7630080585021171,0.0,31.1
303,1,27,4,100,500,0.19301075122754238,0.1869555275676798,0.19301075122754238,0.04166074467311982,9.94,27.9
304,1,12,2,210,15000,0.2280258595412227,0.24684872614880063,0.2280258595412227,0.05582733411619235,28.02,27.3
305,1,20,3,6,1500,0.14677919568596667,0.144487044636412,0.14677919568596667,0.0012698961647244977,20.08,25.1
306,1,14,2,5,2000,0.30901179060246964,0.30636743765712654,0.30901179060246964,0.001563307979210508,12.34,14.8
308,0,21,3,180,50,0.37160716192203763,0.2864600652567207,0.37160716192203763,-0.030452249224345977,38.61,20.5
309,1,19,3,420,300,0.14933043551846215,0.13206012107172058,0.14933043551846215,0.09136844307707612,23.98,17.6
310,1,4,0,90,15000,0.4642542938641939,0.45761564746697636,0.4642542938641939,0.0743717410564977,119.6,31.6
312,0,14,2,50,15000,0.1722240009710973,0.18108858238461767,0.1722240009710973,0.01563307979210508,14.84,14.8
314,0,13,2,30,10000,0.40901807991233674,0.42831501816187967,0.40901807991233674,0.0007135182898009645,6.84,14.5
315,1,27,4,180,2000,0.2545037302912559,0.2523537952131186,0.2545037302912559,0.07498934041161569,8.73,27.9
316,1,2,0,90,400,0.2558395366863372,0.2552278960096004,0.2558395366863372,0.05381196645800528,11.98,14.7
317,0,8,1,120,3000,0.2518447763955343,0.25550766383179013,0.2518447763955343,-0.0030149785735878844,10.14,28.5
318,1,16,2,120,3000,0.15214703858870385,0.17446575725458235,0.15214703858870385,0.0550424334629827,24.18,22.3
319,1,2,0,420,5000,0.27875516401058625,0.16075158298552436,0.27875516401058625,0.251122510137358,40.42,14.7
320,0,4,0,540,2000,0.17429493779443775,0.36171893933934035,0.17429493779443775,0.4462304463389862,37.58,31.6
321,1,18,3,300,500,0.14816027744663054,0.10252468363946338,0.14816027744663054,0.052943955453432,24.23,25.1
322,0,12,2,7,10000,0.16420536180054515,0.16801648118502951,0.16420536180054515,0.0018609111372064118,13.21,27.3
323,1,26,4,660,1500,0.21905714650142674,0.24221389139601376,0.21905714650142674,0.34193817814859623,17.8,26.3
324,1,16,2,300,1500,0.14179042049597324,0.15214703858870385,0.14179042049597324,0.13760608365745677,22.08,22.3
325,1,22,4,4,200,0.20194366978044742,0.1984932117360243,0.20194366978044742,0.001613500049543137,12.32,19.8
327,1,1,0,720,3000,0.1874231253365374,0.355669814675241,0.1874231253365374,0.6485675644136941,245.69,27.4
328,1,2,0,150,2000,0.21539832663999087,0.18895786476195747,0.21539832663999087,0.08968661076334214,13.96,14.7
329,1,1,0,600,1500,0.32437888177379864,0.3009714953506336,0.32437888177379864,0.5404729703447452,0.0,27.4
330,1,2,0,30,100,0.24766414129948364,0.2319345457044687,0.24766414129948364,0.01793732215266843,25.88,14.7
331,0,24,4,4,400,0.4645618504571953,0.46437252847499544,0.4645618504571953,-0.0015444535869732147,0.0,30.0
332,0,4,0,420,200,0.2021834232409426,0.38422588109464473,0.2021834232409426,0.3470681249303226,32.74,31.6
333,1,13,2,120,4000,0.22541498636230206,0.21986500564372694,0.22541498636230206,0.002854073159203858,10.21,14.5
334,0,24,4,210,400,0.2631477360648435,0.31755703221102394,0.2631477360648435,-0.08108381331609377,34.49,30.0
335,0,3,0,40,3000,0.19833884094696932,0.22267392924271645,0.19833884094696932,0.02097297884199792,43.79,22.8
337,0,20,3,7,50000,0.10919040581675003,0.10888911162594939,0.10919040581675003,0.001481545525511914,22.52,25.1
338,0,8,1,270,400,0.13315527005471697,0.19015397288873315,0.13315527005471697,-0.00678370179057274,5.99,28.5
339,1,4,0,3,2000,0.1720441844722575,0.17198132849484565,0.1720441844722575,0.0024790580352165898,32.74,31.6
340,0,26,4,210,20000,0.21250072017021124,0.22411604591530274,0.21250072017021124,0.10879851122909881,36.25,26.3
341,0,27,4,70,1000,0.19901840848764812,0.19757305793890756,0.19901840848764812,0.029162521271183878,12.76,27.9
342,1,16,2,240,100,0.19036275367355995,0.2107232343267006,0.19036275367355995,0.1100848669259654,31.36,22.3
343,1,16,2,50,5000,0.1518512555930328,0.15036223746094357,0.1518512555930328,0.022934347276242793,22.17,22.3
344,1,19,3,330,3000,0.13220388183611703,0.15384990176261829,0.13220388183611703,0.07178949098913123,18.33,17.6
345,0,22,4,300,400,0.17270844668349727,0.19492727346294864,0.17270844668349727,0.12101250371573528,14.72,19.8
347,1,9,1,7,300,0.4023244827906426,0.39168506044433554,0.4023244827906426,0.009890845202805223,0.0,31.1
348,1,3,0,5,1500,0.2818271417811218,0.2797983686892706,0.2818271417811218,0.00262162235524974,26.74,22.8
349,0,8,1,330,50000,0.1685587603080307,0.20657005628443703,0.1685587603080307,-0.008291191077366682,4.93,28.5
350,1,1,0,1,15000,0.32420369742179234,0.32444506210106,0.32420369742179234,0.0009007882839079086,0.0,27.4
351,1,9,1,180,2000,0.662205355018914,0.6068744073864767,0.662205355018914,0.2543360195007057,0.0,31.1
352,1,2,0,5,100,0.25875186822726265,0.2591195886509319,0.25875186822726265,0.002989553692111405,13.42,14.7
354,0,17,2,5,300,0.33392927052390564,0.3332966048209366,0.33392927052390564,0.0035931294343320625,11.31,12.0
355,1,17,2,660,2000,0.3591345394552747,0.3147459272632005,0.3591345394552747,0.4742930853318323,10.47,12.0
356,0,10,1,50,2000,0.16716228845916628,0.17835785037066162,0.16716228845916628,-0.014510456947383557,0.0,30.3
358,1,10,1,150,50000,0.1224008417831905,0.12508414636922793,0.1224008417831905,-0.043531370842150675,0.0,30.3
359,1,18,3,80,1000,0.12447398641460983,0.11647191926465848,0.12447398641460983,0.0141183881209152,26.24,25.1
360,0,18,3,20,1500,0.1470472802701527,0.15251755700074257,0.1470472802701527,0.0035295970302288,21.26,25.1
361,0,17,2,20,1000,0.3353579880074789,0.3332966048209366,0.3353579880074789,0.01437251773732825,11.31,12.0
362,0,26,4,10,5000,0.23796785238183235,0.24068138701743963,0.23796785238183235,0.005180881487099943,10.51,26.3
363,1,15,2,6,100,0.22370390205478807,0.22470777401827427,0.22370390205478807,0.00011267795710948172,9.38,12.9
364,0,23,4,5,500,0.33572874398043057,0.3307547192534048,0.33572874398043057,0.00015739247108613303,7.49,26.9
365,1,18,3,600,50000,0.11119993911718107,0.16729484249917576,0.11119993911718107,0.105887910906864,41.65,25.1
366,1,26,4,15,25000,0.21994489710210585,0.21977365882119404,0.21994489710210585,0.007771322230649915,36.25,26.3
367,1,1,0,20,10000,0.3562863977510354,0.331176732639002,0.3562863977510354,0.01801576567815817,244.3,27.4
368,1,19,3,720,400,0.13559771745546054,0.1540605725210306,0.13559771745546054,0.15663161670355905,15.65,17.6
369,0,8,1,330,50000,0.14321662151566938,0.17683796097665955,0.14321662151566938,-0.008291191077366682,8.45,28.5
370,1,19,3,60,5000,0.1525033524541191,0.15406609639703758,0.1525033524541191,0.013052634725296587,23.98,17.6
371,0,13,2,2,2000,0.3965624700853288,0.40002361211318,0.3965624700853288,4.756788598673097e-05,11.15,14.5
372,0,24,4,420,200,0.24529485764890704,0.36909427330706573,0.24529485764890704,-0.16216762663218753,14.53,30.0
374,0,8,1,270,200,0.19568825817862065,0.19283294617435182,0.19568825817862065,-0.00678370179057274,9.01,28.5
376,0,11,1,90,100,0.31262603940958256,0.315834293915072,0.31262603940958256,0.010989574292586847,12.02,16.3
377,0,23,4,6,15000,0.30102357062254104,0.3019708364488532,0.30102357062254104,0.00018887096530335962,8.27,26.9
378,0,9,1,240,50000,0.695694843350315,0.5484613451862473,0.695694843350315,0.33911469266760763,0.0,31.1
379,1,20,3,600,200,0.15183580951932127,0.3180032537978539,0.15183580951932127,0.12698961647244977,19.88,25.1
380,0,24,4,4,15000,0.316615768301655,0.3176855570180349,0.316615768301655,-0.0015444535869732147,0.0,30.0
381,1,23,4,6,300,0.4961554542848967,0.4961371687565317,0.4961554542848967,0.00018887096530335962,4.4,26.9
382,1,17,2,210,20000,0.3582937278333699,0.3905556332825784,0.3582937278333699,0.15091143624194664,10.45,12.0
383,1,7,1,3,4000,0.24660671803490664,0.24929222103198312,0.24660671803490664,0.00033601988623151044,3.15,30.6
384,0,27,4,70,4000,0.19148029383981008,0.19171773227482566,0.19148029383981008,0.029162521271183878,14.3,27.9
385,0,25,4,420,50000,0.18418584302194896,0.23786093389199714,0.18418584302194896,-0.045448286346841595,36.5,24.8
386,1,11,1,5,25000,0.2735864455607433,0.27292073604450123,0.2735864455607433,0.0006105319051437138,13.2,16.3
387,0,7,1,540,200,0.24748002320641382,0.252268557168138,0.24748002320641382,0.06048357952167188,14.67,30.6
390,1,5,0,40,3000,0.31535490047955866,0.3420634862586686,0.31535490047955866,0.054040236294212035,25.64,12.9
391,1,23,4,420,50,0.44576013450728014,0.39557523383676685,0.44576013450728014,0.013220967571235174,4.4,26.9
394,0,13,2,270,15000,0.36043241981092167,0.40245354312105447,0.36043241981092167,0.006421664608208681,11.15,14.5
395,1,5,0,50,200,0.39932587157546584,0.4177461081854257,0.39932587157546584,0.06755029536776505,50.62,12.9
396,0,10,1,330,15000,0.14219836920884946,0.18874881458989787,0.14219836920884946,-0.09576901585273148,0.0,30.3
397,1,17,2,660,400,0.3127689609690187,0.5268369648834478,0.3127689609690187,0.4742930853318323,19.51,12.0
398,1,3,0,270,100,0.298817765474166,0.16292427119827263,0.298817765474166,0.14156760718348593,26.82,22.8
399,0,19,3,210,15000,0.11285220513222317,0.12171718889845996,0.11285220513222317,0.04568422153853806,22.03,17.6
400,1,22,4,270,200,0.25535261517496816,0.2010688610783443,0.25535261517496816,0.10891125334416175,9.96,19.8
401,1,10,1,6,25000,0.18307674573003394,0.18217086318309414,0.18307674573003394,-0.0017412548336860267,0.0,30.3
402,1,1,0,5,200,0.32887474428917285,0.32823669942822103,0.32887474428917285,0.004503941419539543,0.0,27.4
403,0,26,4,180,20000,0.2367263485584638,0.3088648212148337,0.2367263485584638,0.09325586676779898,10.51,26.3
404,0,11,1,50,1000,0.2256746096953768,0.23212712837020885,0.2256746096953768,0.006105319051437137,14.11,16.3
405,0,15,2,150,3000,0.4296978132292647,0.40763659236450306,0.4296978132292647,0.002816948927737043,10.64,12.9
406,1,14,2,7,50,0.22235926520899366,0.22248636142949796,0.22235926520899366,0.0021886311708947115,11.56,14.8
408,0,25,4,80,300,0.18697823716582332,0.18319956430245893,0.18697823716582332,-0.008656816447017447,43.55,24.8
409,1,15,2,360,1000,0.43056729890538936,0.408878068219624,0.43056729890538936,0.006760677426568904,11.1,12.9
410,1,7,1,20,2000,0.2278887695001226,0.2340835084410899,0.2278887695001226,0.002240132574876736,18.68,30.6
411,1,1,0,240,5000,0.3281087816965009,0.32899484270567153,0.3281087816965009,0.21618918813789806,0.0,27.4
412,0,19,3,20,5000,0.13132137631253982,0.13532263050864576,0.13132137631253982,0.004350878241765529,15.11,17.6
413,1,10,1,3,1500,0.1862372068757024,0.18413660913895497,0.1862372068757024,-0.0008706274168430134,0.0,30.3
414,0,10,1,5,50000,0.12998424731602812,0.13053412353040422,0.12998424731602812,-0.0014510456947383558,0.0,30.3
415,1,1,0,1,25000,0.326098392546979,0.32667103183068175,0.326098392546979,0.0009007882839079086,0.0,27.4
417,1,27,4,6,4000,0.1800591548226598,0.1802524893088734,0.1800591548226598,0.0024996446803871894,12.33,27.9
418,1,5,0,660,10000,0.25134491375229445,0.34737494713863276,0.25134491375229445,0.8916638988544986,18.38,12.9
419,0,21,3,60,2000,0.28628961931034563,0.3024510833767157,0.28628961931034563,-0.01015074974144866,0.0,20.5
420,1,16,2,2,200,0.19608885628825903,0.19692730062035121,0.19608885628825903,0.0009173738910497119,27.78,22.3
421,1,17,2,660,3000,0.5064126502603365,0.33135350302885025,0.5064126502603365,0.4742930853318323,6.87,12.0
422,1,16,2,720,15000,0.16973106971077223,0.2132758926604627,0.16973106971077223,0.33025460077789626,29.45,22.3
423,0,8,1,540,1500,0.2475949526346574,0.19827921374480179,0.2475949526346574,-0.01356740358114548,10.14,28.5
424,1,9,1,90,1500,0.6813817812776322,0.598755101278319,0.6813817812776322,0.12716800975035286,0.0,31.1
425,0,0,0,40,50,0.21328530318512307,0.216613029658934,0.21328530318512307,0.026932835843118327,14.21,16.5
426,1,5,0,20,1000,0.4306718481768504,0.4438407547314754,0.4306718481768504,0.027020118147106018,36.79,12.9
428,0,6,1,60,20000,0.23941290395248838,0.23587757806797277,0.23941290395248838,-0.001968808024489633,10.36,29.7
429,1,16,2,50,15000,0.1809854665555815,0.18763147486923937,0.1809854665555815,0.022934347276242793,24.35,22.3
430,0,6,1,60,1500,0.23759344238738994,0.23526108342218574,0.23759344238738994,-0.001968808024489633,10.36,29.7
431,1,3,0,6,3000,0.2095538148990541,0.21769669789130483,0.2095538148990541,0.0031459468262996877,0.0,22.8
432,1,22,4,80,10000,0.23959596147705323,0.24601890862926692,0.23959596147705323,0.03227000099086274,10.58,19.8
433,1,20,3,15,50000,0.15135307879351634,0.15187816723009712,0.15135307879351634,0.003174740411811244,19.88,25.1
434,0,0,0,40,50,0.2633167883681456,0.267353453014619,0.2633167883681456,0.026932835843118327,11.02,16.5
435,0,20,3,660,100,0.1634809875375016,0.13189993453803686,0.1634809875375016,0.13968857811969473,20.08,25.1
437,0,22,4,7,400,0.18618903858146896,0.18403281795656573,0.18618903858146896,0.0028236250867004903,15.95,19.8
438,1,7,1,2,50000,0.24320800011654062,0.24435812261079093,0.24320800011654062,0.00022401325748767364,13.44,30.6
439,1,8,1,40,300,0.2749000742892628,0.26981569969210867,0.2749000742892628,-0.001004992857862628,13.5,28.5
440,1,17,2,150,50,0.3840695836598583,0.3636794982261824,0.3840695836598583,0.10779388302996187,12.96,12.0
441,1,0,0,360,50,0.23808033541625184,0.17330030481115738,0.23808033541625184,0.24239552258806493,13.14,16.5
442,1,27,4,10,20000,0.1870775576151216,0.18758938970677647,0.1870775576151216,0.004166074467311982,10.41,27.9
443,1,19,3,150,100,0.15197363521402207,0.15022483235387968,0.15197363521402207,0.03263158681324147,23.98,17.6
444,0,8,1,300,1000,0.19397841400909271,0.2554021994659864,0.19397841400909271,-0.007537446433969711,10.6,28.5
445,1,6,1,270,200,0.20656483951698018,0.2140554076051737,0.20656483951698018,-0.008859636110203349,9.88,29.7
446,1,24,4,3,25000,0.22899017535320149,0.22789181127272332,0.22899017535320149,-0.001158340190229911,0.0,30.0
447,0,19,3,240,300,0.10847143882722915,0.13702388661641512,0.10847143882722915,0.05221053890118635,20.88,17.6
448,1,25,4,210,15000,0.2619654404805492,0.3468100220301066,0.2619654404805492,-0.022724143173420797,10.34,24.8
449,1,22,4,420,5000,0.20033416424098063,0.20168663969149808,0.20033416424098063,0.1694175052020294,24.55,19.8
450,1,19,3,20,15000,0.12959413684657523,0.1293865132905106,0.12959413684657523,0.004350878241765529,16.68,17.6
451,1,25,4,40,400,0.18886889542625104,0.18203196840678443,0.18886889542625104,-0.004328408223508723,57.86,24.8
452,1,16,2,660,300,0.1900307961120688,0.21415937174338304,0.1900307961120688,0.3027333840464049,24.35,22.3
453,1,26,4,4,1000,0.31111741367153,0.3145615446186588,0.31111741367153,0.0020723525948399776,9.39,26.3
454,1,19,3,240,20000,0.1383006236004847,0.11977970273658683,0.1383006236004847,0.05221053890118635,26.13,17.6
455,1,27,4,2,4000,0.19300027533938485,0.19241932741236797,0.19300027533938485,0.0008332148934623965,12.46,27.9
456,1,16,2,120,25000,0.1852584485785489,0.19821403673542726,0.1852584485785489,0.0550424334629827,25.59,22.3
457,1,8,1,330,100,0.24245283395487705,0.13746761364986881,0.24245283395487705,-0.008291191077366682,11.49,28.5
458,1,19,3,7,2000,0.13417327910515553,0.13376562815877557,0.13417327910515553,0.0015228073846179353,16.68,17.6
459,1,14,2,40,2000,0.19605807739912087,0.19293733092654375,0.19605807739912087,0.012506463833684063,0.0,14.8
460,0,7,1,300,5000,0.2672652957625974,0.30427763161308236,0.2672652957625974,0.033601988623151044,0.0,30.6
461,1,19,3,1,25000,0.15269555535497642,0.152867070938715,0.15269555535497642,0.00021754391208827646,31.49,17.6
462,1,7,1,30,15000,0.26291455371974276,0.26438439436876937,0.26291455371974276,0.0033601988623151047,3.1,30.6
463,0,6,1,360,3000,0.2409693303880665,0.20741028484313304,0.2409693303880665,-0.011812848146937798,10.36,29.7
464,1,12,2,150,4000,0.21576022745789877,0.22161260889275225,0.21576022745789877,0.039876667225851675,13.29,27.3
465,0,23,4,720,300,0.0,0.5154393091303783,0.0,0.022664515836403158,0.0,26.9
466,0,22,4,420,50,0.19300091023553304,0.2562952890584132,0.19300091023553304,0.1694175052020294,12.49,19.8
467,1,17,2,420,1500,0.35244211937608144,0.32216272828903486,0.35244211937608144,0.3018228724838933,12.58,12.0
468,1,13,2,70,300,0.23251593898650622,0.22698365657088795,0.23251593898650622,0.001664876009535584,10.59,14.5
470,0,15,2,660,15000,0.3400769838723839,0.45121256940854626,0.3400769838723839,0.01239457528204299,11.12,12.9
471,0,4,0,150,1500,0.26353641351020485,0.34774366467652745,0.26353641351020485,0.12395290176082949,26.46,31.6
472,1,16,2,60,2000,0.1432458677491563,0.14018196476463804,0.1432458677491563,0.02752121673149135,21.94,22.3
